Ano,Nome,direcao,genero,produtora,imagem
2016,Arminda Lopes — A Estética Além da Dor,Luzimar Batista Stricher,Documentário,Stricher Comunicações,"https://static.wixstatic.com/media/2fcf52_f11573a7467e43feb8a0c53fdffd0f99~mv2_d_2362_3624_s_2.jpg/v1/crop/x_0,y_107,w_2362,h_3517/fill/w_792,h_1180,al_c,q_85,usm_0.66_1.00_0.01/2fcf52_f11573a7467e43feb8a0c53fdffd0f99~mv2_d_2362_3624_s_2.jpg"
2016,Através da Sombra,Walter Lima Junior,Ficção,Casa Forte Produções Artísticas/Cinelândia Produções,http://br.web.img3.acsta.net/c_215_290/pictures/16/01/19/15/38/448286.jpg
2016,Big Jato,Claudio Assis,Ficção,Perdidas Ilusões,https://media.fstatic.com/g0xlgUhPMKe5-8Vsxa1h-FWgpa8=/fit-in/290x478/smart/media/movies/covers/2015/09/big-jato_t98491.jpg
2016,Boi neon,Gabriel Mascaro,Ficção,Desvia,http://br.web.img3.acsta.net/pictures/15/09/08/18/20/470611.jpg
2016,BR 716,Domingos de Oliveira,Ficção,Teatro Ilustre Produções Artísticas,http://carinasacchelli.com.br/wp-content/uploads/2016/12/filme-caio-blat-2.jpg
2016,Brasil Rico - Uma Discussão Sobre Prosperidade,Louise Sottomaior/Maílson da Nóbrega,Documentário,Cultura Maior,http://statics.livrariacultura.net.br/products/capas_lg/081/46458081.jpg
2016,Brasil S/A,Marcelo Pedroso,Ficção,Símio Filmes,http://br.web.img2.acsta.net/c_215_290/pictures/16/08/09/19/54/036068.jpg
2016,Brasil: DNA África,Mônica Amorim Monteiro,Documentário,Cine Group,https://media.fstatic.com/7kH18MePOvYR7t4qgL891Gj7uqk=/fit-in/290x478/smart/media/movies/covers/2018/01/cartaz-brasil_dna.png
2016,Campo Grande,Sandra Kogut,Ficção,Tambellini Filmes,https://www.cafecomfilme.com.br/media/k2/items/cache/0990257def9e36e39ea94b2cedd7baef_XL.jpg?t=1463804655
2016,Canção da Volta,Gustavo Rosa de Moura,Ficção,Lauper Films,http://br.web.img3.acsta.net/pictures/16/09/16/21/53/010549.jpg
2016,Carrossel 2 - O Sumiço de Maria Joaquina,Mauricio Eça,Ficção,Paris Produções,https://images.livrariasaraiva.com.br/imagemnet/imagem.aspx/?pro_id=9346735&qld=90&l=430&a=-1
2016,Charlote SP,Frank Mora,Ficção,Frank Mora,http://www.itaucinemas.com.br/_img/_filmes/2258_capa.jpg?Charlote-SP
2016,"Cícero Dias, o Compadre de Picasso",Vladimir Carvalho,Documentário,Com Domínio Filmes,https://media.fstatic.com/kZI8uU2eiLLMF6saFREZNGmkjao=/fit-in/290x478/smart/media/movies/covers/2016/11/260x365_1478018609.jpg
2016,Cinema Novo,Eryk Rocha,Documentário,Aruac Produções/Coqueirão Pictures,https://cinepop.com.br/wp-content/uploads/2016/10/cinemanovo_1.jpg
2016,Coragem,Sebastião Braga,Documentário,Feel Filmes,http://br.web.img3.acsta.net/c_215_290/pictures/16/10/26/13/55/017198.jpg
2016,Curumim,Marcos Prado,Documentário,Zazen Produções,http://br.web.img2.acsta.net/pictures/16/09/26/15/31/309783.jpg
2016,De Onde Eu Te Vejo,Luiz Villaça,Ficção,Bossa Nova Films,https://djiby52t9cgpc.cloudfront.net/custom/uploads/2016/02/cartaz-de-onde-eu-te-vejo-site.png
2016,Deixe-me viver,Clóvis Vieira,Ficção,CV&F,https://media.fstatic.com/rekLBL5YmNh8p7pI4WP7FFgaPI4=/fit-in/290x478/smart/media/movies/covers/2016/10/260x365_1475185692.jpg
2016,Dentro da Caixinha,Guilherme Reis,Ficção,Postura Digital,http://www.claquete.com/fotos/galeria_fotos/39889.jpg
2016,Desculpe o transtorno,Tomas Portella,Ficção,Gullane,http://www.impawards.com/intl/brazil/2016/posters/desculpe_o_transtorno_ver3.jpg
2016,Do Pó da Terra,Maurício Nahas,Documentário,Notorious Films,http://www.itaucinemas.com.br/_img/_filmes/2270_capa.jpg?Do-Po-da-Terra
2016,É fada!,Cris D'Amato,Ficção,Lereby,http://www.vortexcultural.com.br/images/2017/05/É-Fada.jpg
2016,Ela volta na quinta,André Novais Oliveira,Ficção,Filmes de Plástico,http://br.web.img3.acsta.net/r_1280_720/pictures/14/08/06/16/12/524080.jpg
2016,Elis,Hugo Prata,Ficção,Bravura Cinematográfica,http://www.impawards.com/intl/brazil/2016/posters/elis_ver2.jpg
2016,Em Nome da Lei,Sergio Rezende,Ficção,Morena Filmes,http://www.impawards.com/intl/brazil/2016/posters/em_nome_da_lei.jpg
2016,Entre Idas e Vindas,José Eduardo Belmonte,Ficção,Film Noise,http://dearmel.com.br/wp-content/uploads/2017/01/eidv.jpeg.jpg
2016,Epidemia de Cores,Mário Eugênio Saretta,Documentário,Mário Eugênio Saretta ,http://www.itaucinemas.com.br/_img/_filmes/2255_capa.jpg?Epidemia-de-Cores
2016,Espaço Além - Marina Abramovic e o Brasil,Marco Del Fiol,Documentário,Casa Redonda Produções,https://www.papodecinema.com.br/wp-content/uploads/2016/04/20160425-espaco-alem-papo-de-cinema-03.jpg
2016,Estive em Lisboa e lembrei de você,José Barahona,Ficção,Refinaria Filmes,https://filmspot.com.pt/images/filmes/posters/big/365483_tmdb.jpg
2016,Eu sou Carlos Imperial,Renato Terra/Ricardo Calil,Documentário,Afinal Filmes,http://www.itaucinemas.com.br/_img/_filmes/2026_capa.jpg?Eu-Sou-Carlos-Imperial
2016,Exilados do Vulcão,Paula Gaitán,Ficção,Aruac Produções/Franco Produções e Filmes,https://www.papodecinema.com.br/wp-content/uploads/2013/09/20160425-exilados-do-vulcao-papo-de-cinema-011.jpg
2016,Fome,Cristiano Burlan,Ficção,Bela Filmes,https://m.media-amazon.com/images/M/MV5BMTM2MDgzZTQtNDM1Yi00OTg3LWI0ZmQtODc0MzM2NzY1ZjM1XkEyXkFqcGdeQXVyNjkyNzc0MzI@._V1_.jpg
2016,Futuro Junho,Maria Augusta Ramos,Documentário,Nofoco Filmes,http://br.web.img3.acsta.net/c_215_290/pictures/16/01/24/11/36/249259.jpg
2016,Galinha Pintadinha Mini na Telona,Juliano Prado/Marcos Luporini,Animação,Bromelia Produções,https://ingresso-a.akamaihd.net/img/cinema/cartaz/18307-cartaz.jpg
2016,Geraldinos,Pedro Asbeg/Renato Martins,Documentário,Jacqueline Filmes/Palmares Produções e Jornalismo,https://media.fstatic.com/TMCwFr6gYNojR0pXfWJ5NgA8idc=/fit-in/290x478/smart/media/movies/covers/2015/05/geraldinos_tNone.jpg
2016,Glauco do Brasil,Zeca Brito,Documentário,Anti Filmes/Boulevard Filmes,http://br.web.img3.acsta.net/c_215_290/pictures/16/03/01/17/11/551902.jpg
2016,Hector,Edu Felistoque,Ficção,Felistoque Filmes,https://cdn.fstatic.com/media/movies/photos/2016/03/hector_t195924.jpg
2016,Henry Kayath: O Homem e Seu Tempo,Regina Sueli Bouhid Jehá,Documentário,Lauper Films,http://br.web.img2.acsta.net/r_1280_720/pictures/16/05/02/15/53/074104.jpg
2016,Hestórias da Psicanálise - Leitores de Freud,Francisco Ronald,Documentário,Cabelo Duro,https://media.fstatic.com/YjO9YPeJ8_rAsxoAr9j5o4iSBM0=/fit-in/290x478/smart/media/movies/covers/2016/07/13015324_1068969009827736_1522156853908767057_n.jpg
2016,Histórias de Alice,Oswaldo Caldeira,Ficção,Oswaldo Caldeira Produções Cinematográficas,http://br.web.img3.acsta.net/c_215_290/pictures/16/03/23/21/03/277328.jpg
2016,Invasores,Marcelo Freitas Toledo de Melo,Ficção,Raiz Produções,https://www.rnp.br/sites/default/files/media/cartaz_digital_filme_invasores.jpg
2016,Jaime Lerner - Uma História de Sonhos,Carlos Deiró,Documentário,Deiro Filmes,https://static.cineclick.com.br/sites/adm/uploads/banco_imagens/69/1080x1620_1473197926.jpg
2016,Jonas,Lô Politi,Ficção,Lô Politi,https://www.papodecinema.com.br/wp-content/uploads/2015/10/20161014-jonas-papo-de-cinema-cartaz.jpg
2016,Lua em Sagitário,Márcia Paraíso,Ficção,Plural Filmes,http://br.web.img3.acsta.net/r_1280_720/pictures/16/09/07/02/44/555679.jpg
2016,Mãe só há uma,Anna Muylaert,Ficção,África Filmes,http://www.vitrinefilmes.com.br/site/wp-content/uploads/2016/03/ROSA_Oficial_MSHU_fcbk.png
2016,Magal e os Formigas,Michael Ruman/Newton Cannito,Ficção,Moonshot Pictures,https://upload.wikimedia.org/wikipedia/pt/thumb/b/b8/Magal_e_os_Formigas.jpg/250px-Magal_e_os_Formigas.jpg
2016,Mais Forte que o Mundo - A História de José Aldo,Afonso Poyart,Ficção,Black Maria/Paris Entretenimento,http://www.impawards.com/intl/brazil/2016/posters/mais_forte_que_o_mundo_a_historia_de_jose_aldo.jpg
2016,Maresia,Marcos Guttmann,Ficção,Solar Filmes,https://media.fstatic.com/-IK3I-SvxM2h4f3X41mQazf6v7s=/fit-in/290x478/smart/media/movies/covers/2016/06/maresia_t210035.jpg
2016,Marginal,Alex Miranda/Pedro Caldas,Documentário,Trator Filmes,http://br.web.img2.acsta.net/c_215_290/pictures/16/09/14/15/20/116199.png
2016,Marias,Joana Mariani,Documentário,Primo Filmes,http://vertentesdocinema.com/wp-content/uploads/2015/10/poster-marias.jpg
2016,Mate-me por favor,Anita Rocha da Silveira,Ficção,Bananeira Filmes,http://www.impawards.com/intl/brazil/2016/posters/mate_me_por_favor.jpg
2016,Menino 23 - Infâncias Perdidas no Brasil,Belisario Franca,Documentário,Giros,https://cdn.fstatic.com/media/movies/photos/2016/05/menino-23_t208028.jpg
2016,Meu Amigo Hindu,Hector Babenco,Ficção,HB Filmes,http://br.web.img3.acsta.net/c_215_290/pictures/16/01/21/19/06/139759.jpg
2016,Meu Nome é Jacque,Angela Zoé,Documentário,Documenta Filmes,https://cdn.fstatic.com/media/movies/photos/2016/05/meu-nome-e-jacque_t206904_4FhPeo7.jpg
2016,Miller & Fried - As Origens do País do Futebol,Luiz Ferraz,Documentário,Olé Produções,https://d1xi64h779br3j.cloudfront.net/400x/smart/filters:format(jpeg):quality(10)/custom/uploads/2016/03/cartaz_03_mullerfried_OK.jpg
2016,Minha mãe é uma peça 2,César Rodrigues,Ficção,DiamondBack,http://www.impawards.com/intl/brazil/2016/posters/minha_mae_e_uma_peca_two_o_filme.jpg
2016,Muleque Té Doido 2: A Lenda de Dom Sebastião,Erlanes Duarte,Ficção,Rafaela Gonçalves,https://m.media-amazon.com/images/M/MV5BNDIxNzZiYzYtN2VmMi00NGI1LWI2ZTEtZmY2NGZmYTU2ZDlmL2ltYWdlXkEyXkFqcGdeQXVyNDA1MjIxMA@@._V1_.jpg
2016,Mundo Cão,Marcos Jorge,Ficção,Zencrane Filmes,http://pupilasembrasas.com.br/wp-content/uploads/2016/07/thumb-og-mundocao-1.png
2016,Mundo Deserto de Almas Negras,Ruy Veridiano,Ficção,Heavybunker,https://i.ytimg.com/vi/i3QQltQIhcs/hqdefault.jpg
2016,Nascida de Novo,Mary Grace Hughes,Ficção,Mary Grace Hughes,http://nascidadenovo.com.br/wp-content/uploads/cartaz-do-filme-1.jpg
2016,Nervos de Aço,Maurice Capovilla,Ficção,Saturna Produções,https://media.fstatic.com/oh6SjHavT3TFd_LVyuMYAxmKuPQ=/fit-in/290x478/smart/media/movies/covers/2016/09/260x365_1474400148.jpg
2016,Nise - O Coração da Loucura,Roberto Berliner,Ficção,TV Zero,https://cdn.fstatic.com/media/movies/photos/2016/03/nise-o-coracao-da-loucura_t53751.jpg
2016,No Vermelho,Marcelo Reis,Documentário,Blest - Bagulium Loquo Est,http://br.web.img2.acsta.net/c_215_290/pictures/16/03/15/18/21/017980.png
2016,Nós duas descendo a escada,Fabiano de Souza,Ficção,Rainer Cine,https://media.fstatic.com/4W7qi69Hutd7lF5zqsb7C6xxrlQ=/fit-in/290x478/smart/media/movies/covers/2015/08/nos-duas-descendo-a-escada_t129956.png
2016,Nos Passos do Mestre,André Marouço,Documentário,Mundo Maior Filmes,https://media.fstatic.com/KrTkpQE06-U6VjoeyBsWj1E5H4c=/fit-in/290x478/smart/media/movies/covers/2016/03/nos-passos-do-mestre_t200137.jpg
2016,O Amor de Catarina,Gil Baroni,Ficção,Beija Flor Filmes,http://br.web.img3.acsta.net/c_215_290/pictures/16/11/04/11/30/064427.jpg
2016,O amor no divã,Alexandre Reinecke,Ficção,Tortuga Studios,https://is5-ssl.mzstatic.com/image/thumb/Video52/v4/a8/07/16/a80716c1-dacb-a64d-befa-403bc732cb37/OAMORNODIVA_SOFA_20161130_1417-Poster-PT.lsr/268x0w.jpg
2016,O Ardor,Pablo Fendrik,Ficção,Bananeira Filmes,http://br.web.img3.acsta.net/c_215_290/pictures/15/04/13/11/12/176938.jpg
2016,O Caseiro,Julio Santi,Ficção,Nexus Cinema,http://br.web.img3.acsta.net/c_215_290/pictures/16/05/09/23/51/211017.jpg
2016,O Começo da Vida,Estela Renner,Documentário,Maria Farinha Filmes,https://ocomecodavida.com.br/wp-content/uploads/2016/10/ocdv-cartaz-todos.jpg
2016,O diabo mora aqui,Dante Vescio/Rodrigo Gasparini,Ficção,Marlucco Visão,https://1.bp.blogspot.com/-nxkcHbKGfDM/V3x7aQJYu6I/AAAAAAAAOLE/PSri7UIWBbg5fr_9odtKkCaxHvWWFgeWQCLcB/s1600/Captura%2Bde%2BTela%2B2016-07-06%2Ba%25CC%2580s%2B12.29.11%2BAM.png
2016,O Escaravelho do Diabo,Carlo Milani,Ficção,Dezenove Som e Imagens,http://www.impawards.com/intl/brazil/2016/posters/o_escaravelho_do_diabo.jpg
2016,O Filho Eterno,Paulo Machline,Ficção,Camisa Treze Cultural,http://br.web.img2.acsta.net/pictures/16/10/08/16/41/092580.jpg
2016,O Gigantesco Imã,Petrônio Lorena/Tiago Scorza,Documentário,Mont Serrat Filmes,http://br.web.img2.acsta.net/c_215_290/pictures/14/07/24/19/26/493470.jpg
2016,O Mestre e o Divino,Tiago Campos,Documentário,Vídeo nas Aldeias,http://www.conexaojornalismo.com.br/fotos/mestredivino_link.png
2016,O Outro Lado do Paraíso,André Ristum,Ficção,Mercado Filmes,http://br.web.img2.acsta.net/r_1280_720/pictures/15/08/11/19/28/001538.jpg
2016,O Roubo da Taça,Caito Ortiz,Ficção,Prodigo Films,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS09ahYZJtzSSFgErNH1ecadacrHqoEGfsWxBrZmox4ahOskN3g
2016,O Shaolin do Sertão,Halder Gomes,Ficção,ATC Entretenimentos,http://www.impawards.com/intl/brazil/2016/posters/o_shaolin_do_sertao_ver2.jpg
2016,O Signo das Tetas,Frederico Machado,Ficção,Lume Filmes,http://br.web.img3.acsta.net/r_1280_720/pictures/16/02/12/21/54/332800.jpg
2016,O Silêncio do Céu,Marco Dutra,Ficção,Camisa Treze Cultural,http://br.web.img3.acsta.net/r_1280_720/pictures/16/07/22/21/59/430541.jpg
2016,O Touro,Larissa Figueiredo,Documentário,Sto Lat Filmes,http://www.itaucinemas.com.br/_img/_filmes/2237_capa.jpg?O-Touro
2016,O Último Virgem,Felipe Bretas/Rilson Baco,Ficção,Patota Produções,https://i.ytimg.com/vi/sr32YrkCkIU/hqdefault.jpg
2016,O Vendedor de Sonhos,Jayme Monjardim,Ficção,Filmland Internacional,https://i1.wp.com/bodenasala.com/wp-content/uploads/2016/10/o-vendedor-de-sonhos-filme-bode-na-sala1.jpg?fit=684%2C1000
2016,Olympia 2016,Rodrigo Mac Niven,Ficção,Rodrigo Mac Niven,http://br.web.img2.acsta.net/c_215_290/pictures/16/07/20/16/35/182873.jpg
2016,Os dez mandamentos - O filme,Alexandre Avancini,Ficção,Rede Record de Televisão,https://upload.wikimedia.org/wikipedia/pt/thumb/d/d2/Os_Dez_Mandamentos_%282016%29.jpg/250px-Os_Dez_Mandamentos_%282016%29.jpg
2016,Os Inimigos Da Dor,Arauco Hernández,Ficção,Primo Filmes,http://br.web.img3.acsta.net/r_1280_720/pictures/16/04/19/22/08/457972.jpg
2016,Os Outros,Sandra Werneck,Documentário,Cineluz Produções,http://br.web.img3.acsta.net/c_215_290/pictures/16/05/16/20/59/196502.jpg
2016,Os Senhores da Guerra,Tabajara Ruas,Ficção,Walper Ruas Produções,http://br.web.img3.acsta.net/r_1280_720/pictures/16/09/06/20/49/125939.jpg
2016,Os Sonhos de um Sonhador - A História de Frank Aguiar,Caco Milano,Ficção,Nation Filmes,http://br.web.img3.acsta.net/pictures/16/06/07/23/27/244271.jpg
2016,"Palmeiras, o Campeão do Século",Kim Teixeira/Mauro Betting,Documentário,Canal Azul,https://media.fstatic.com/szKMGVKUuI9TsrXhowNlu0ZS2ZY=/fit-in/290x478/smart/media/movies/covers/2018/11/download_GXR8PqT.png
2016,Para Minha Amada Morta,Aly Muritiba,Ficção,Grafo Audiovisual,http://br.web.img2.acsta.net/pictures/16/02/25/14/45/254566.jpg
2016,Paratodos,Marcelo Mesquita,Documentário,Sala 12,https://3.bp.blogspot.com/-CK9V3vMgA_g/V3axJ8z4lhI/AAAAAAAACYM/vnvUalCNplo4bn8WGztvkIJ9Xj8ACPExQCKgB/s1600/FILME%2BPARATODOS.jpg
2016,Paulina,Santiago Mitre,Ficção,Videofilmes,https://diarinho.com.br/arteeopiniao/wp-content/uploads/sites/10/2017/09/paulina-cartaz.jpg
2016,Pequeno Segredo,David Schurman,Ficção,Schurmann Filmes,http://s2.glbimg.com/i7gcGIuPbwuXq73snXxBNUTP7N8=/s.glbimg.com/jo/g1/f/original/2016/09/17/poster-pequeno-segredo.jpg
2016,Ponho a Mão no Fogo,André Amado,Ficção,2A Produções,https://i.ytimg.com/vi/WLUQij_YMwY/maxresdefault.jpg
2016,Ponto Zero,José Pedro Goulart,Ficção,Mínima,http://br.web.img3.acsta.net/pictures/15/08/14/21/04/234990.jpg
2016,Porta dos Fundos - Contrato Vitalício,Ian SBF,Ficção,Porta dos Fundos,http://investimage.com.br/wp-content/uploads/2017/11/contrato-vitalicio-porta-dos-fundos-investimage-site.png
2016,Precisamos Falar do Assédio,Paula Sacchetta,Documentário,Mira Filmes,https://videocamp-prod-us.s3.amazonaws.com/uploads/poster_image/image/000/001/182/1182/thumb_pfa-pt.jpg
2016,Prova de Coragem,Roberto Gervitz,Ficção,M. Schmiedt Produções,https://media.fstatic.com/DsmghMFlspC0aIvUztTxF_z018c=/fit-in/290x478/smart/media/movies/covers/2015/09/prova-de-coragem_t130530.jpg
2016,Quanto Tempo o Tempo Tem,Adriana Dutra,Documentário,Inffinito,http://obviousmag.org/infinito_saber/assets_c/2017/09/filme-thumb-800x1044-170887.jpg
2016,Quem Você Quer Ser Nessa História?,Felipe Britto/Nelli Sampaio/Rodrigo Van Der Put,Documentário,Sant'Ana Filmes,http://br.web.img3.acsta.net/c_215_290/pictures/16/04/04/22/07/228113.jpg
2016,Ralé,Helena Ignez,Ficção,Mercúrio Produções,http://assets.pandorafilmes.com.br/wp-content/uploads/2016/07/Rale.jpg
2016,Reza a Lenda,Homero Olivetto,Ficção,Biônica Filmes/Ouro 21,http://br.web.img3.acsta.net/r_1280_720/pictures/15/09/19/00/22/188075.jpg
2016,"Rondon, o desbravador",Marcelo Santiago/Rodrigo Piovezan,Ficção,Rondon Produções & Filmes,https://media.fstatic.com/EDzhLYM74my_jf-yv0_jX8-3zAE=/fit-in/290x478/smart/media/movies/covers/2016/08/rondon-o-desbravador-2016.jpg
2016,São Paulo em Hi-Fi,Lufe Steffen,Documentário,Cigano Filmes/Lufe Steffen,http://br.web.img3.acsta.net/r_1280_720/pictures/16/05/04/16/47/464420.jpg
2016,São Sebastião do Rio de Janeiro - A Formação de uma Cidade,Juliana de Carvalho,Documentário,Bang Filmes,http://statics.livrariacultura.net.br/products/capas_lg/807/46463807.jpg
2016,Sinfonia da Necrópole,Juliana Rojas,Ficção,Avoa Filmes,https://3.bp.blogspot.com/-DzA4h1rDcrg/V1oQHZDQ45I/AAAAAAAA7rY/2z_dvOAlUG4R8Z7kBELgXX-FdmkVc4SXACLcB/s1600/DSC00193.JPG
2016,Sob Pressão,Andrucha Waddington,Ficção,Conspiração Filmes,http://www.impawards.com/intl/brazil/2016/posters/sob_pressao.jpg
2016,Tamo junto,Matheus Souza,Ficção,Zeugma Produções,https://www.cafecomfilme.com.br/media/k2/items/cache/2c70d279d9b5127d8d40a70ff3990ffa_XL.jpg?t=1478011580
2016,"Teobaldo Morto, Romeu Exilado",Rodrigo de Oliveira,Ficção,Pique-Bandeira Filmes,http://www.filmeb.com.br/sites/default/files/styles/large/public/cartazes/cartaz_teobaldo_baixa.jpg?itok=OwkpTePC
2016,Teresinha,Victor Ribeiro,Documentário,Paris Entretenimento,http://br.web.img3.acsta.net/r_1280_720/pictures/16/12/22/20/08/066183.jpg
2016,Tô ryca!,Pedro Antônio,Ficção,Glaz Entretenimento,http://www.impawards.com/intl/brazil/2016/posters/to_ryca.jpg
2016,Toro,Edu Felistoque,Ficção,Felistoque Filmes,http://br.web.img3.acsta.net/c_215_290/pictures/16/11/22/19/33/184038.jpg
2016,Trago comigo,Tata Amaral,Ficção,Tangerina Entretenimento,http://www.mercosuraudiovisual.org/files/images/cms/inline/464
2016,Travessias,Salete Paulina Machado Sirino,Ficção,Tigre Produções Cinematográficas,http://www.paranaoeste.com.br/media/k2/items/cache/6f7af10029bcf59a35635b8213d55753_XL.jpg
2016,Turbulência,Tiago Venâncio,Ficção,Arthur Vinciprova/Tiago Venâncio,https://cdn.telecineplay.com.br/isl/api/v1/dataservice/ResizeImage/$value?Format=%27jpg%27&Quality=85&ImageId=%27150258%27&EntityType=%27Item%27&EntityId=%276504%27&Width=720&Height=1080&device=web_browser&subscriptions=Anonymous
2016,Um Homem Só,Cláudia Jouvin,Ficção,Giros,http://www.filmesonlinegratis.com/wp-content/uploads/2016/12/ce6adc102b.jpg
2016,Um namorado para minha mulher,Júlia Rezende,Ficção,Paris Entretenimento,http://www.alamedajf.com.br/wp-content/uploads/2016/08/umnovonamorado.jpg
2016,Um Suburbano Sortudo,Roberto Santucci,Ficção,Camisa Listrada,http://br.web.img2.acsta.net/r_1280_720/pictures/16/01/04/19/29/197591.jpg
2016,Uma Loucura de Mulher,Marcus Ligocki Júnior,Ficção,Ligocki Entretenimento,http://br.web.img2.acsta.net/pictures/16/04/26/18/11/105526.jpg
2016,Uma Noite em Sampa,Ugo Giorgetti,Ficção,SP Filmes de São Paulo,https://zipix.com.br/wp-content/uploads/2016/05/noit.jpg
2016,Vai que dá certo 2,Maurício Farias,Ficção,Fraiha Produções,http://br.web.img3.acsta.net/r_1280_720/pictures/15/11/20/13/26/534345.jpg
2016,Vampiro 40º,Marcelo Santiago,Ficção,Canal Brasil,https://media.fstatic.com/NnZP4NsH3p8e-WDjeyLUmHrmknA=/fit-in/290x478/smart/media/movies/covers/2016/05/vampiro-40o_t208552.jpg
2016,Vidas Partidas,Marcos Schetchman,Ficção,Voglia Produções,https://d1xi64h779br3j.cloudfront.net/400x/smart/filters:format(jpeg):quality(10)/custom/uploads/2014/11/poster_Vidas_Partidas_ALTA.jpg
2016,Xingu Cariri Caruaru Carioca,Beth Formaggini,Documentário,4 Ventos Comunicação,https://media.fstatic.com/OnuRPJD35aztifrsX5B0-9tBqf4=/fit-in/290x478/smart/media/movies/covers/2016/09/Xingu_Cariri_Caruaru_Carioca.jpg
2016,Yorimatã,Rafael Saar,Documentário,Dilúvio Produções,https://videocamp-prod-us.s3.amazonaws.com/uploads/poster_image/image/000/001/492/1492/thumb_Cartaz_Yorimatã_alta.jpg
2016,"Zé de Julião, Muito Além do Cangaço",Hermano Penna,Documentário,Luz XXI,https://media.fstatic.com/ykhMSblQWyxphJtCOoPu9S4CnRE=/fit-in/290x478/smart/media/movies/covers/2018/03/zédejuliao.jpg
2016,Zoom,Pedro Morelli,Ficção,O2 Filmes,http://www.impawards.com/intl/brazil/2016/posters/zoom_ver2.jpg
2017,10 Centavos para o Número da Besta,Guillermo Planel,Documentário,Ponto de Equilíbrio Imagens,http://www.centrodeartes.uff.br/wp-content/uploads/2017/11/10-centavos-para-o-nnmero-da-besta.jpg
2017,A cidade onde envelheço,Marília Rocha,Ficção,Anavilhana,https://i0.wp.com/blogpensamentolivre.com.br/wp-content/uploads/2017/02/acidadeondeenvelhec3a7o_capa.jpg?fit=520%2C690&ssl=1
2017,A comédia divina,Toni Venturi,Ficção,Olhar Imaginário,https://d1xi64h779br3j.cloudfront.net/400x/smart/filters:format(jpeg):quality(10)/custom/uploads/2015/02/cartaz-final.jpg
2017,A Família Dionti,Alan Minas,Ficção,Caraminhola Filmes,http://www.itaucinemas.com.br/_img/_filmes/2501_capa.jpg?A-Familia-Dionti
2017,A Filosofia na Alcova,Ivam Cabral/Rodolfo García Vázquez,Ficção,Espaço dos Satyros,http://br.web.img2.acsta.net/c_215_290/pictures/17/11/13/16/42/5484189.jpg
2017,A Finada Mãe da Madame,Bernard Attal,Ficção,Santa Luzia Filmes,http://br.web.img3.acsta.net/c_215_290/pictures/17/08/09/22/31/446677.jpg
2017,A gente,Aly Muritiba,Documentário,Grafo Audiovisual,http://br.web.img2.acsta.net/pictures/17/08/23/18/39/249946.jpg
2017,A Glória e a Graça,Flávio Ramos Tambellini,Ficção,Tambellini Filmes,https://d1xi64h779br3j.cloudfront.net/400x/smart/filters:format(jpeg):quality(10)/custom/uploads/2015/11/cartaz.jpg
2017,A menina índigo,Wagner de Assis,Ficção,Cinética Filmes,http://br.web.img2.acsta.net/pictures/17/08/24/18/00/465450.jpg
2017,A Terra Vermelha,Diego Martinez Vignatti,Ficção,Panda Filmes,http://br.web.img3.acsta.net/c_215_290/pictures/17/06/27/23/50/149234.jpg
2017,Altas expectativas,Alvaro Campos/Pedro Antônio,Ficção,2 Moleques Produções,http://br.web.img2.acsta.net/c_215_290/pictures/17/10/03/14/54/1489813.jpg
2017,Amor.com,Anita Barbosa,Ficção,Total Entertainment,https://razaodeaspecto.com/wp-content/uploads/2017/06/oMs1B6TaVBOw8DFjcOWKr9OqJBW.jpg
2017,Animal Político,Tião,Ficção,Trincheira Filmes,http://br.web.img2.acsta.net/pictures/16/01/30/11/38/529822.jpg
2017,Antes o tempo não acabava,Fábio Baldo/Sergio Andrade,Ficção,Rio Tarumã Films,http://www.centrodeartes.uff.br/wp-content/uploads/2017/11/antes-o-tempo.jpg
2017,Aqualoucos,Victor Ribeiro,Documentário,Paris Entretenimento,https://d1xi64h779br3j.cloudfront.net/400x/smart/filters:format(jpeg):quality(10)/custom/uploads/2017/10/POSTER_AQUALOUCOS_V1.png
2017,As Aventuras do Pequeno Colombo,Rodrigo Gava,Animação,Indiana Produções,https://d1xi64h779br3j.cloudfront.net/400x/smart/filters:format(jpeg):quality(10)/custom/uploads/2013/07/nautilus_cartaz_baixa2.jpg
2017,As duas Irenes,Fabio Meira,Ficção,Roseira Filmes,https://static.cineclick.com.br/sites/adm/uploads/banco_imagens/69/1080x1620_1503507801.jpg
2017,Asco,Ale Paschoalini,Ficção,Ale Paschoalini/Mosquito Project,http://br.web.img3.acsta.net/r_1280_720/pictures/15/09/19/21/15/367781.jpg
